,Celltype,Motif,Influe
382,Mesenchyme_Ciona4,Motif_11,-0.2969158
383,Mesenchyme_Ciona7,Motif_11,1.0784214
384,Muscle_Ciona26,Motif_11,0.024347935
385,Muscle_Ciona30,Motif_11,0.6431208
386,Muscle_Ciona8,Motif_11,-0.9074216
387,Neuron_Ciona11,Motif_11,-0.23651046
388,Neuron_Ciona13,Motif_11,-0.46556103
389,Neuron_Ciona16,Motif_11,-0.7107127
390,Neuron_Ciona18,Motif_11,-0.021701317
391,Neuron_Ciona19,Motif_11,-0.21499884
392,Neuron_Ciona22,Motif_11,0.05173218
393,Neuron_Ciona29,Motif_11,-0.8217857
394,Neuron_Ciona6,Motif_11,-0.10386838
395,Notochord_Ciona31,Motif_11,0.099253416
396,Endoderm_Ciona32,Motif_13,-0.89874554
397,Endoderm_Ciona33,Motif_13,-1.0382813
398,Endoderm_Ciona34,Motif_13,-1.0767026
399,Endoderm_Ciona35,Motif_13,-0.71540177
400,Endoderm_Ciona36,Motif_13,-0.80994236
401,Epithelial_Ciona10,Motif_13,0.4596209
402,Epithelial_Ciona12,Motif_13,0.2564526
403,Epithelial_Ciona14,Motif_13,-0.071273215
404,Epithelial_Ciona15,Motif_13,-1.3372995
405,Epithelial_Ciona9,Motif_13,0.46989483
406,Germ_Ciona5,Motif_13,-1.1389714
407,Mesenchyme_Ciona1,Motif_13,-0.21893497
408,Mesenchyme_Ciona17,Motif_13,0.9424379
409,Mesenchyme_Ciona2,Motif_13,0.07438409
410,Mesenchyme_Ciona20,Motif_13,0.7897285
411,Mesenchyme_Ciona21,Motif_13,-0.16025215
412,Mesenchyme_Ciona23,Motif_13,1.7008902
413,Mesenchyme_Ciona24,Motif_13,1.1803596
414,Mesenchyme_Ciona25,Motif_13,0.88268846
415,Mesenchyme_Ciona27,Motif_13,1.1306918
416,Mesenchyme_Ciona28,Motif_13,1.1903464
417,Mesenchyme_Ciona3,Motif_13,0.7877335
418,Mesenchyme_Ciona4,Motif_13,-1.2227302
419,Mesenchyme_Ciona7,Motif_13,1.1171223
420,Muscle_Ciona26,Motif_13,-0.3473395
421,Muscle_Ciona30,Motif_13,1.2012484
422,Muscle_Ciona8,Motif_13,-0.46399724
423,Neuron_Ciona11,Motif_13,0.55449533
424,Neuron_Ciona13,Motif_13,-0.3638702
425,Neuron_Ciona16,Motif_13,-1.1192628
426,Neuron_Ciona18,Motif_13,0.45806265
427,Neuron_Ciona19,Motif_13,1.0255196
428,Neuron_Ciona22,Motif_13,-0.86112934
429,Neuron_Ciona29,Motif_13,-0.8389346
430,Neuron_Ciona6,Motif_13,0.8756228
431,Notochord_Ciona31,Motif_13,0.48528212
432,Endoderm_Ciona32,Motif_14,-0.61443615
433,Endoderm_Ciona33,Motif_14,-0.61443615
434,Endoderm_Ciona34,Motif_14,-0.61443615
435,Endoderm_Ciona35,Motif_14,-0.61443615
436,Endoderm_Ciona36,Motif_14,-0.61443615
437,Epithelial_Ciona10,Motif_14,-0.58193946
438,Epithelial_Ciona12,Motif_14,0.6151934
439,Epithelial_Ciona14,Motif_14,-0.4991316
440,Epithelial_Ciona15,Motif_14,-0.61443615
441,Epithelial_Ciona9,Motif_14,0.15951905
442,Germ_Ciona5,Motif_14,-0.16565555
443,Mesenchyme_Ciona1,Motif_14,1.8245677
444,Mesenchyme_Ciona17,Motif_14,0.007625641
445,Mesenchyme_Ciona2,Motif_14,1.3113363
446,Mesenchyme_Ciona20,Motif_14,0.38621986
447,Mesenchyme_Ciona21,Motif_14,1.5149767
448,Mesenchyme_Ciona23,Motif_14,-0.5888398
449,Mesenchyme_Ciona24,Motif_14,0.10699913
450,Mesenchyme_Ciona25,Motif_14,-0.61443615
451,Mesenchyme_Ciona27,Motif_14,-0.6125975
452,Mesenchyme_Ciona28,Motif_14,-0.49420527
453,Mesenchyme_Ciona3,Motif_14,0.6550178
454,Mesenchyme_Ciona4,Motif_14,-0.4559855
455,Mesenchyme_Ciona7,Motif_14,0.034789387
456,Muscle_Ciona26,Motif_14,-0.61443615
457,Muscle_Ciona30,Motif_14,-0.61443615
458,Muscle_Ciona8,Motif_14,1.9241025
459,Neuron_Ciona11,Motif_14,-0.5099469
460,Neuron_Ciona13,Motif_14,-0.6033214
461,Neuron_Ciona16,Motif_14,-0.61443615
462,Neuron_Ciona18,Motif_14,-0.19258259
463,Neuron_Ciona19,Motif_14,-0.49446708
464,Neuron_Ciona22,Motif_14,-0.61443615
465,Neuron_Ciona29,Motif_14,-0.6026953
466,Neuron_Ciona6,Motif_14,-0.1617646
467,Notochord_Ciona31,Motif_14,-0.61443615
468,Endoderm_Ciona32,Motif_15,0.17033894
469,Endoderm_Ciona33,Motif_15,0.40220064
470,Endoderm_Ciona34,Motif_15,0.70511997
471,Endoderm_Ciona35,Motif_15,0.20562503
472,Endoderm_Ciona36,Motif_15,0.47657317
473,Epithelial_Ciona10,Motif_15,-0.09658052
474,Epithelial_Ciona12,Motif_15,-0.16138962
475,Epithelial_Ciona14,Motif_15,0.00080580387
476,Epithelial_Ciona15,Motif_15,1.6189194
477,Epithelial_Ciona9,Motif_15,-0.16095656
478,Germ_Ciona5,Motif_15,1.1208936
479,Mesenchyme_Ciona1,Motif_15,-0.4442694
480,Mesenchyme_Ciona17,Motif_15,-0.44178855
481,Mesenchyme_Ciona2,Motif_15,-0.44154948
