,Species,Cluster,Motif,Influe
20818,Human,Secretory,"(35, 72)",0.72373426
20819,Human,Stromal,"(35, 72)",0.60032374
20820,Human,Endothelial,"(35, 73)",0.6028759
20823,Human,Germ,"(35, 73)",1.0468699000000001
20828,Human,Secretory,"(35, 73)",0.80265886
20829,Human,Stromal,"(35, 73)",0.6709722
20833,Human,Germ,"(35, 74)",1.2906687
20838,Human,Secretory,"(35, 74)",0.95403683
20839,Human,Stromal,"(35, 74)",0.5068083
20840,Human,Endothelial,"(35, 75)",0.6139057
20843,Human,Germ,"(35, 75)",0.921831
20848,Human,Secretory,"(35, 75)",0.7462504
20849,Human,Stromal,"(35, 75)",0.5571939
20850,Human,Endothelial,"(35, 76)",0.55406046
20853,Human,Germ,"(35, 76)",1.2187
20858,Human,Secretory,"(35, 76)",0.8908931000000001
20859,Human,Stromal,"(35, 76)",0.5202127000000001
20860,Human,Endothelial,"(35, 77)",0.5071501
20863,Human,Germ,"(35, 77)",1.2751086
20868,Human,Secretory,"(35, 77)",0.8153024999999999
20869,Human,Stromal,"(35, 77)",0.62195826
20873,Human,Germ,"(35, 78)",1.4252002000000001
20879,Human,Stromal,"(35, 78)",0.5408710999999999
20883,Human,Germ,"(35, 79)",1.2512678999999998
20888,Human,Secretory,"(35, 79)",0.91101027
20890,Human,Endothelial,"(35, 80)",0.63091326
20893,Human,Germ,"(35, 80)",0.93561167
20898,Human,Secretory,"(35, 80)",0.804079
20900,Human,Endothelial,"(35, 81)",0.8306003000000001
20908,Human,Secretory,"(35, 81)",0.7105611
20909,Human,Stromal,"(35, 81)",0.5702824000000001
20910,Human,Endothelial,"(35, 82)",0.6889655
20913,Human,Germ,"(35, 82)",0.70914227
20918,Human,Secretory,"(35, 82)",0.63771796
20919,Human,Stromal,"(35, 82)",0.5461763000000001
20920,Human,Endothelial,"(35, 83)",0.51988715
20923,Human,Germ,"(35, 83)",1.1851948
20928,Human,Secretory,"(35, 83)",0.8389962
20930,Human,Endothelial,"(35, 84)",0.50809926
20933,Human,Germ,"(35, 84)",0.7244661
20938,Human,Secretory,"(35, 84)",0.63355863
20943,Human,Germ,"(35, 85)",1.3079875
20948,Human,Secretory,"(35, 85)",0.6841020999999999
20950,Human,Endothelial,"(35, 86)",0.8146038000000001
20958,Human,Secretory,"(35, 86)",0.7678906999999999
20960,Human,Endothelial,"(35, 87)",0.53237104
20963,Human,Germ,"(35, 87)",1.2729071
20968,Human,Secretory,"(35, 87)",0.8067984
20969,Human,Stromal,"(35, 87)",0.60574913
20973,Human,Germ,"(35, 88)",1.3013903
20978,Human,Secretory,"(35, 88)",0.7506545
20979,Human,Stromal,"(35, 88)",0.5450507
20983,Human,Germ,"(35, 89)",1.1041625
20989,Human,Stromal,"(35, 89)",0.78944945
20993,Human,Germ,"(35, 90)",0.5383996999999999
20996,Human,Neuron,"(35, 90)",0.8535558000000001
20998,Human,Secretory,"(35, 90)",0.54643375
20999,Human,Stromal,"(35, 90)",0.50918865
21000,Human,Endothelial,"(35, 91)",0.78015935
21003,Human,Germ,"(35, 91)",0.7267106
21005,Human,Muscle,"(35, 91)",0.5629928000000001
21008,Human,Secretory,"(35, 91)",0.7023381999999999
21009,Human,Stromal,"(35, 91)",0.6696780999999999
21013,Human,Germ,"(35, 92)",1.402134
21018,Human,Secretory,"(35, 92)",0.84828496
21019,Human,Stromal,"(35, 92)",0.5132323000000001
21023,Human,Germ,"(35, 93)",1.5601643
21028,Human,Secretory,"(35, 93)",0.5865585
21033,Human,Germ,"(35, 94)",1.1888056
21038,Human,Secretory,"(35, 94)",0.65531796
21039,Human,Stromal,"(35, 94)",0.6489050000000001
21043,Human,Germ,"(35, 95)",1.4457201000000002
21048,Human,Secretory,"(35, 95)",0.6112929
21053,Human,Germ,"(35, 96)",1.3414673000000001
21058,Human,Secretory,"(35, 96)",0.63206506
21059,Human,Stromal,"(35, 96)",0.6428129
21060,Human,Endothelial,"(35, 97)",0.64109164
21068,Human,Secretory,"(35, 97)",0.6483786
21069,Human,Stromal,"(35, 97)",0.5617880000000001
21073,Human,Germ,"(35, 98)",0.85186565
21078,Human,Secretory,"(35, 98)",0.81673044
21083,Human,Germ,"(35, 99)",1.4553162
21088,Human,Secretory,"(35, 99)",0.6494327
21093,Human,Germ,"(35, 100)",1.3500538
21098,Human,Secretory,"(35, 100)",0.88163155
21099,Human,Stromal,"(35, 100)",0.5186061
21100,Human,Endothelial,"(35, 101)",0.7301439000000001
21103,Human,Germ,"(35, 101)",0.83490354
21105,Human,Muscle,"(35, 101)",0.64141995
21106,Human,Neuron,"(35, 101)",0.6426812
21108,Human,Secretory,"(35, 101)",0.9124561999999999
21109,Human,Stromal,"(35, 101)",0.58610374
21119,Human,Stromal,"(35, 102)",0.52384055
21120,Human,Endothelial,"(35, 103)",0.555135
21123,Human,Germ,"(35, 103)",1.2190534
21128,Human,Secretory,"(35, 103)",0.9024595999999999
21129,Human,Stromal,"(35, 103)",0.5622074
21133,Human,Germ,"(35, 104)",1.1187313
21138,Human,Secretory,"(35, 104)",0.86720985
21140,Human,Endothelial,"(35, 105)",0.50059307
21143,Human,Germ,"(35, 105)",1.2741238000000001
21148,Human,Secretory,"(35, 105)",0.7736335999999999
21149,Human,Stromal,"(35, 105)",0.60755813
21150,Human,Endothelial,"(35, 106)",0.7508597
21153,Human,Germ,"(35, 106)",0.61577517
21158,Human,Secretory,"(35, 106)",0.7022381
21159,Human,Stromal,"(35, 106)",0.61367995
21163,Human,Germ,"(35, 107)",1.4921209999999998
21168,Human,Secretory,"(35, 107)",0.51114196
21173,Human,Germ,"(35, 108)",1.3044621
21178,Human,Secretory,"(35, 108)",0.66203487
21179,Human,Stromal,"(35, 108)",0.6531226
21183,Human,Germ,"(35, 109)",0.8764828000000001
21188,Human,Secretory,"(35, 109)",0.9442308
21190,Human,Endothelial,"(35, 110)",0.5223175
21193,Human,Germ,"(35, 110)",1.1958592
21196,Human,Neuron,"(35, 110)",0.5078035
21198,Human,Secretory,"(35, 110)",0.8902174999999999
21199,Human,Stromal,"(35, 110)",0.59348226
21203,Human,Germ,"(35, 111)",1.3169683
21206,Human,Neuron,"(35, 111)",0.5526293000000001
21208,Human,Secretory,"(35, 111)",0.9053286
21209,Human,Stromal,"(35, 111)",0.5659276
21210,Human,Endothelial,"(35, 112)",0.61602753
21213,Human,Germ,"(35, 112)",1.0920669
21218,Human,Secretory,"(35, 112)",0.73414683
21219,Human,Stromal,"(35, 112)",0.59818137
21220,Human,Endothelial,"(35, 113)",0.5960018
21223,Human,Germ,"(35, 113)",0.8750453000000001
21228,Human,Secretory,"(35, 113)",0.67909676
21229,Human,Stromal,"(35, 113)",0.5853406999999999
21233,Human,Germ,"(35, 114)",1.419016
21236,Human,Neuron,"(35, 114)",0.55063945
21238,Human,Secretory,"(35, 114)",0.9575144
21239,Human,Stromal,"(35, 114)",0.50853235
21244,Human,Immune,"(35, 115)",0.7139035
21253,Human,Germ,"(35, 116)",0.8666118
21260,Human,Endothelial,"(35, 117)",0.5603499
21263,Human,Germ,"(35, 117)",1.0409429000000001
21268,Human,Secretory,"(35, 117)",0.73234445
21269,Human,Stromal,"(35, 117)",0.53601795
21270,Human,Endothelial,"(35, 118)",0.5529361
21273,Human,Germ,"(35, 118)",1.1738932
21276,Human,Neuron,"(35, 118)",0.5629897
21278,Human,Secretory,"(35, 118)",0.8857997
21279,Human,Stromal,"(35, 118)",0.60441357
21283,Human,Germ,"(35, 119)",1.3375716999999998
21288,Human,Secretory,"(35, 119)",0.76163703
21289,Human,Stromal,"(35, 119)",0.6044136
21290,Human,Endothelial,"(35, 120)",0.8650551999999999
21298,Human,Secretory,"(35, 120)",0.7272848000000001
21299,Human,Stromal,"(35, 120)",0.58648616
21303,Human,Germ,"(35, 121)",1.1764542
21308,Human,Secretory,"(35, 121)",0.7256173
21309,Human,Stromal,"(35, 121)",0.5808845
21313,Human,Germ,"(35, 122)",1.194591
21318,Human,Secretory,"(35, 122)",0.6067965
21319,Human,Stromal,"(35, 122)",0.6050204
21320,Human,Endothelial,"(35, 123)",0.60045713
21328,Human,Secretory,"(35, 123)",0.556891
21330,Human,Endothelial,"(35, 124)",0.53464574
21333,Human,Germ,"(35, 124)",1.1839343
21338,Human,Secretory,"(35, 124)",0.7909010000000001
21348,Human,Secretory,"(35, 125)",1.0003976
21353,Human,Germ,"(35, 126)",1.6316135
21356,Human,Neuron,"(35, 126)",0.5183473
21358,Human,Secretory,"(35, 126)",0.75032836
21360,Human,Endothelial,"(35, 127)",0.55521995
21363,Human,Germ,"(35, 127)",1.2510825
21368,Human,Secretory,"(35, 127)",0.8973421
21369,Human,Stromal,"(35, 127)",0.54746586
21384,Human,Immune,"(36, 45)",0.5138656
21386,Human,Neuron,"(36, 45)",0.6555061
21387,Human,Proliferating,"(36, 45)",0.5909774
21388,Human,Secretory,"(36, 45)",0.6525337
21392,Human,Erythroid,"(36, 46)",1.7511748
21402,Human,Erythroid,"(36, 53)",0.81463814
21406,Human,Neuron,"(36, 53)",1.2109082
21407,Human,Proliferating,"(36, 53)",0.62444377
21408,Human,Secretory,"(36, 53)",0.68036103
21420,Human,Endothelial,"(36, 84)",0.6255733
21423,Human,Germ,"(36, 84)",0.55772537
21428,Human,Secretory,"(36, 84)",0.60243684
21432,Human,Erythroid,"(36, 98)",0.5987658
21436,Human,Neuron,"(36, 98)",0.70999616
21437,Human,Proliferating,"(36, 98)",0.6511415
21438,Human,Secretory,"(36, 98)",0.62314343
21463,Human,Germ,"(36, 109)",0.6774819000000001
21465,Human,Muscle,"(36, 109)",0.6050598
21466,Human,Neuron,"(36, 109)",1.0962132
21467,Human,Proliferating,"(36, 109)",0.7351121
21468,Human,Secretory,"(36, 109)",0.9920280999999999
21472,Human,Erythroid,"(36, 115)",0.54641294
21474,Human,Immune,"(36, 115)",0.60867053
21482,Human,Erythroid,"(36, 116)",1.7506548
21483,Human,Germ,"(36, 116)",0.65155154
21490,Human,Endothelial,"(36, 124)",0.5056264
21493,Human,Germ,"(36, 124)",1.2758051000000001
21498,Human,Secretory,"(36, 124)",0.9702896000000001
21502,Human,Erythroid,"(37, 38)",1.3579723
21506,Human,Neuron,"(37, 38)",0.9048845
21507,Human,Proliferating,"(37, 38)",0.5331434
21512,Human,Erythroid,"(37, 40)",1.1022482
21520,Human,Endothelial,"(37, 41)",0.7757111
21525,Human,Muscle,"(37, 41)",0.72986525
21529,Human,Stromal,"(37, 41)",0.7906038000000001
21540,Human,Endothelial,"(37, 43)",0.71676904
21554,Human,Immune,"(37, 45)",0.97180605
21562,Human,Erythroid,"(37, 46)",0.81153977
21564,Human,Immune,"(37, 46)",1.1035001
21570,Human,Endothelial,"(37, 47)",0.72620237
21575,Human,Muscle,"(37, 47)",0.9506423
21576,Human,Neuron,"(37, 47)",0.71944964
21578,Human,Secretory,"(37, 47)",0.53320485
21585,Human,Muscle,"(37, 48)",0.7511260000000001
21586,Human,Neuron,"(37, 48)",1.0508742
21587,Human,Proliferating,"(37, 48)",0.5582209
21588,Human,Secretory,"(37, 48)",0.5723969
21595,Human,Muscle,"(37, 50)",0.6309314
21596,Human,Neuron,"(37, 50)",0.6286136
21600,Human,Endothelial,"(37, 51)",0.5321395000000001
21605,Human,Muscle,"(37, 51)",0.9355665999999999
21606,Human,Neuron,"(37, 51)",0.9937594999999999
21608,Human,Secretory,"(37, 51)",0.52977186
21626,Human,Neuron,"(37, 54)",0.56235033
21635,Human,Muscle,"(37, 55)",0.6426356
21636,Human,Neuron,"(37, 55)",0.6132046
21640,Human,Endothelial,"(37, 56)",0.57770073
21644,Human,Immune,"(37, 56)",0.5994411999999999
21650,Human,Endothelial,"(37, 57)",0.65056616
21666,Human,Neuron,"(37, 58)",0.6856204
21667,Human,Proliferating,"(37, 58)",0.5900438
21692,Human,Erythroid,"(37, 62)",1.3334913000000002
21693,Human,Germ,"(37, 62)",0.51003724
21696,Human,Neuron,"(37, 62)",1.06072
21697,Human,Proliferating,"(37, 62)",0.61359155
21698,Human,Secretory,"(37, 62)",0.5402293
21700,Human,Endothelial,"(37, 63)",0.5084434
21710,Human,Endothelial,"(37, 64)",0.84838015
21715,Human,Muscle,"(37, 64)",0.7451142
21716,Human,Neuron,"(37, 64)",0.5175864
21718,Human,Secretory,"(37, 64)",0.74457365
21736,Human,Neuron,"(37, 70)",0.98614126
21740,Human,Endothelial,"(37, 71)",0.50365174
21744,Human,Immune,"(37, 71)",0.50303197
21750,Human,Endothelial,"(37, 73)",0.69681174
21755,Human,Muscle,"(37, 73)",1.0817885
21756,Human,Neuron,"(37, 73)",0.8692068000000001
21765,Human,Muscle,"(37, 74)",0.6151889
21766,Human,Neuron,"(37, 74)",0.9436868
21767,Human,Proliferating,"(37, 74)",0.6127224
21768,Human,Secretory,"(37, 74)",0.5287408
21770,Human,Endothelial,"(37, 75)",0.56231666
21780,Human,Endothelial,"(37, 76)",0.7973395999999999
21785,Human,Muscle,"(37, 76)",0.73501796
21786,Human,Neuron,"(37, 76)",0.7756939
21788,Human,Secretory,"(37, 76)",0.91827244
21790,Human,Endothelial,"(37, 77)",0.66591275
21795,Human,Muscle,"(37, 77)",1.2468493
21796,Human,Neuron,"(37, 77)",1.2369431
21797,Human,Proliferating,"(37, 77)",0.58094573
21798,Human,Secretory,"(37, 77)",0.65197587
21802,Human,Erythroid,"(37, 78)",1.5110453000000001
21812,Human,Erythroid,"(37, 79)",0.56050706
21814,Human,Immune,"(37, 79)",0.5369244000000001
21820,Human,Endothelial,"(37, 80)",0.67848164
21825,Human,Muscle,"(37, 80)",0.5028787
21840,Human,Endothelial,"(37, 83)",0.6650189000000001
21848,Human,Secretory,"(37, 83)",0.75252336
21854,Human,Immune,"(37, 84)",0.702205
21864,Human,Immune,"(37, 85)",0.88964826
21870,Human,Endothelial,"(37, 87)",0.8202918
21875,Human,Muscle,"(37, 87)",1.261085
21876,Human,Neuron,"(37, 87)",1.1367226000000001
21878,Human,Secretory,"(37, 87)",0.8141651
21885,Human,Muscle,"(37, 88)",0.56263214
21892,Human,Erythroid,"(37, 89)",0.91811866
21902,Human,Erythroid,"(37, 90)",0.99734086
21913,Human,Germ,"(37, 92)",0.87300414
21915,Human,Muscle,"(37, 92)",0.5139317
21916,Human,Neuron,"(37, 92)",0.9137543
21918,Human,Secretory,"(37, 92)",0.9887401
21919,Human,Stromal,"(37, 92)",0.60050434
21922,Human,Erythroid,"(37, 93)",1.4941916000000002
21926,Human,Neuron,"(37, 93)",0.6619547
21930,Human,Endothelial,"(37, 94)",0.53497577
21939,Human,Stromal,"(37, 94)",0.7431340999999999
21942,Human,Erythroid,"(37, 95)",1.2515041
21955,Human,Muscle,"(37, 96)",1.3388124
21956,Human,Neuron,"(37, 96)",0.963649
21974,Human,Immune,"(37, 98)",0.863145
21984,Human,Immune,"(37, 99)",0.74526536
21994,Human,Immune,"(37, 102)",0.5505816
22000,Human,Endothelial,"(37, 103)",0.66316694
22003,Human,Germ,"(37, 103)",0.7402328
22005,Human,Muscle,"(37, 103)",0.5471914000000001
22006,Human,Neuron,"(37, 103)",0.6699550999999999
22008,Human,Secretory,"(37, 103)",0.92563707
22009,Human,Stromal,"(37, 103)",0.6345566999999999
22014,Human,Immune,"(37, 104)",0.57823205
22020,Human,Endothelial,"(37, 105)",0.5503551999999999
22025,Human,Muscle,"(37, 105)",0.9712714
22026,Human,Neuron,"(37, 105)",0.676904
22032,Human,Erythroid,"(37, 107)",1.5353658000000001
22040,Human,Endothelial,"(37, 108)",0.77011573
22045,Human,Muscle,"(37, 108)",1.4027436000000002
22046,Human,Neuron,"(37, 108)",0.8453508
22049,Human,Stromal,"(37, 108)",0.64210933
22054,Human,Immune,"(37, 109)",0.6503760000000001
22065,Human,Muscle,"(37, 110)",0.7187604999999999
22066,Human,Neuron,"(37, 110)",0.8136547
22075,Human,Muscle,"(37, 111)",1.0261225
22076,Human,Neuron,"(37, 111)",1.3852333000000001
22077,Human,Proliferating,"(37, 111)",0.81281155
22078,Human,Secretory,"(37, 111)",0.93096423
22080,Human,Endothelial,"(37, 112)",0.62753797
22085,Human,Muscle,"(37, 112)",0.68601745
22105,Human,Muscle,"(37, 114)",0.71079934
22106,Human,Neuron,"(37, 114)",1.50827
22107,Human,Proliferating,"(37, 114)",0.89573437
22108,Human,Secretory,"(37, 114)",1.141637
22114,Human,Immune,"(37, 115)",1.0381503
22122,Human,Erythroid,"(37, 116)",1.5890063
22130,Human,Endothelial,"(37, 117)",0.54072547
22145,Human,Muscle,"(37, 118)",0.71564007
22146,Human,Neuron,"(37, 118)",0.9692773000000001
22150,Human,Endothelial,"(37, 119)",0.61584604
22155,Human,Muscle,"(37, 119)",1.2282685
22156,Human,Neuron,"(37, 119)",1.1123163999999999
22170,Human,Endothelial,"(37, 122)",0.6423555000000001
22175,Human,Muscle,"(37, 122)",0.89266
22184,Human,Immune,"(37, 123)",0.57256633
22190,Human,Endothelial,"(37, 124)",0.71553546
22198,Human,Secretory,"(37, 124)",0.64885026
22202,Human,Erythroid,"(37, 126)",1.2984893
22210,Human,Endothelial,"(37, 127)",0.61935014
22215,Human,Muscle,"(37, 127)",0.99764603
22216,Human,Neuron,"(37, 127)",0.9835754999999999
22218,Human,Secretory,"(37, 127)",0.61410534
22232,Human,Erythroid,"(38, 45)",1.8287616999999998
22233,Human,Germ,"(38, 45)",0.57732093
22242,Human,Erythroid,"(38, 46)",1.8427565
22252,Human,Erythroid,"(38, 53)",1.6932086
22253,Human,Germ,"(38, 53)",0.5654077
22273,Human,Germ,"(38, 56)",1.3815714
22302,Human,Erythroid,"(38, 79)",1.7009561000000002
22323,Human,Germ,"(38, 83)",1.7176223999999998
22328,Human,Secretory,"(38, 83)",0.625985
22333,Human,Germ,"(38, 84)",1.3506742
22353,Human,Germ,"(38, 92)",0.8515484
22372,Human,Erythroid,"(38, 98)",1.7676755000000002
22373,Human,Germ,"(38, 98)",0.608633
22382,Human,Erythroid,"(38, 102)",0.9098877000000001
22393,Human,Germ,"(38, 103)",1.5150694
22398,Human,Secretory,"(38, 103)",0.9210886999999999
22402,Human,Erythroid,"(38, 104)",1.7119593999999998
22412,Human,Erythroid,"(38, 109)",1.6608729
22413,Human,Germ,"(38, 109)",0.7683939000000001
22422,Human,Erythroid,"(38, 115)",1.7394583
22423,Human,Germ,"(38, 115)",0.5137619999999999
22432,Human,Erythroid,"(38, 116)",1.7909011000000001
22433,Human,Germ,"(38, 116)",0.5615159000000001
22442,Human,Erythroid,"(38, 122)",1.3491066999999999
22452,Human,Erythroid,"(38, 123)",1.6789353
22463,Human,Germ,"(38, 124)",1.3610302
22469,Human,Stromal,"(38, 124)",0.5072638
22472,Human,Erythroid,"(39, 46)",1.7499462
22474,Human,Immune,"(39, 46)",0.9249089
22495,Human,Muscle,"(39, 109)",1.0025055
22504,Human,Immune,"(39, 115)",1.1454561
22512,Human,Erythroid,"(39, 116)",1.7963246
22522,Human,Erythroid,"(40, 45)",1.703571
22532,Human,Erythroid,"(40, 46)",1.7452168000000001
22542,Human,Erythroid,"(40, 53)",1.6167394
22552,Human,Erythroid,"(40, 79)",1.5520239
22562,Human,Erythroid,"(40, 84)",0.64573276
22563,Human,Germ,"(40, 84)",1.7648993999999998
22592,Human,Erythroid,"(40, 98)",1.6640707
22622,Human,Erythroid,"(40, 104)",1.5700718999999999
22632,Human,Erythroid,"(40, 109)",1.5748255
22633,Human,Germ,"(40, 109)",0.5532887
22642,Human,Erythroid,"(40, 115)",1.6515987
22652,Human,Erythroid,"(40, 116)",1.7126892
22653,Human,Germ,"(40, 116)",0.5029736
22683,Human,Germ,"(40, 124)",1.4661057
22690,Human,Endothelial,"(41, 42)",0.5572573000000001
22695,Human,Muscle,"(41, 42)",0.5353084
22699,Human,Stromal,"(41, 42)",0.93900406
22700,Human,Endothelial,"(41, 43)",0.6718925
22703,Human,Germ,"(41, 43)",0.54117304
22709,Human,Stromal,"(41, 43)",0.7218578
22719,Human,Stromal,"(41, 45)",0.54099077
22722,Human,Erythroid,"(41, 46)",1.018837
22724,Human,Immune,"(41, 46)",0.7875506999999999
22730,Human,Endothelial,"(41, 47)",0.6588644
22733,Human,Germ,"(41, 47)",0.6060358
22735,Human,Muscle,"(41, 47)",0.69629645
22739,Human,Stromal,"(41, 47)",0.8742089
22740,Human,Endothelial,"(41, 48)",0.52726936
22743,Human,Germ,"(41, 48)",0.8357324
22745,Human,Muscle,"(41, 48)",0.67675066
22749,Human,Stromal,"(41, 48)",0.8171717
22750,Human,Endothelial,"(41, 50)",0.5362066
22755,Human,Muscle,"(41, 50)",0.73103195
22759,Human,Stromal,"(41, 50)",1.0028785
22763,Human,Germ,"(41, 51)",0.8436795
22765,Human,Muscle,"(41, 51)",0.5874208000000001
22769,Human,Stromal,"(41, 51)",0.84454066
22773,Human,Germ,"(41, 53)",0.6039715
22779,Human,Stromal,"(41, 53)",0.7043513000000001
22783,Human,Germ,"(41, 54)",0.50995505
22789,Human,Stromal,"(41, 54)",0.9051697
22790,Human,Endothelial,"(41, 55)",0.6554939000000001
22795,Human,Muscle,"(41, 55)",0.7263675
22799,Human,Stromal,"(41, 55)",0.9163665000000001
22800,Human,Endothelial,"(41, 56)",0.56846845
22809,Human,Stromal,"(41, 56)",0.6599092
22813,Human,Germ,"(41, 57)",0.67947567
22819,Human,Stromal,"(41, 57)",0.7214005
22825,Human,Muscle,"(41, 58)",0.70136774
22826,Human,Neuron,"(41, 58)",0.67850506
22827,Human,Proliferating,"(41, 58)",0.61343503
22830,Human,Endothelial,"(41, 60)",0.63569915
22839,Human,Stromal,"(41, 60)",0.79304415
22845,Human,Muscle,"(41, 61)",0.5867364
22849,Human,Stromal,"(41, 61)",0.9826345
22853,Human,Germ,"(41, 62)",1.1362876
22860,Human,Endothelial,"(41, 63)",0.69701034
22869,Human,Stromal,"(41, 63)",0.6495479999999999
22870,Human,Endothelial,"(41, 64)",0.72886014
22873,Human,Germ,"(41, 64)",0.6378302
22875,Human,Muscle,"(41, 64)",0.60323495
22878,Human,Secretory,"(41, 64)",0.5223826
22879,Human,Stromal,"(41, 64)",0.7785794
22889,Human,Stromal,"(41, 67)",0.8862755999999999
22890,Human,Endothelial,"(41, 71)",0.6617078000000001
22899,Human,Stromal,"(41, 71)",0.6214595
22913,Human,Germ,"(41, 74)",0.9163595999999999
22919,Human,Stromal,"(41, 74)",0.7991263000000001
22920,Human,Endothelial,"(41, 75)",0.6069941
22929,Human,Stromal,"(41, 75)",0.83210766
22930,Human,Endothelial,"(41, 76)",0.5296505
22933,Human,Germ,"(41, 76)",0.97642916
22939,Human,Stromal,"(41, 76)",0.77025884
22943,Human,Germ,"(41, 77)",0.86119527
22945,Human,Muscle,"(41, 77)",0.58669955
22949,Human,Stromal,"(41, 77)",0.8160396
22959,Human,Stromal,"(41, 79)",0.65886563
22960,Human,Endothelial,"(41, 80)",0.6375214
22963,Human,Germ,"(41, 80)",0.59325767
22969,Human,Stromal,"(41, 80)",0.7964167
22973,Human,Germ,"(41, 83)",0.9909747
22979,Human,Stromal,"(41, 83)",0.7041508000000001
22980,Human,Endothelial,"(41, 84)",0.53553337
22983,Human,Germ,"(41, 84)",0.6126550000000001
22993,Human,Germ,"(41, 85)",0.7113098000000001
22999,Human,Stromal,"(41, 85)",0.64706516
23013,Human,Germ,"(41, 88)",0.7238222
23019,Human,Stromal,"(41, 88)",0.8139799
23029,Human,Stromal,"(41, 89)",0.7873944
23032,Human,Erythroid,"(41, 90)",1.4848697
23043,Human,Germ,"(41, 92)",1.1341510000000001
23049,Human,Stromal,"(41, 92)",0.70865595
23053,Human,Germ,"(41, 93)",1.0790349
23063,Human,Germ,"(41, 94)",0.7317533
23069,Human,Stromal,"(41, 94)",0.8332663
23072,Human,Erythroid,"(41, 95)",0.98682415
23079,Human,Stromal,"(41, 95)",0.5115506
23080,Human,Endothelial,"(41, 97)",0.61049896
23089,Human,Stromal,"(41, 97)",0.7890665
23099,Human,Stromal,"(41, 98)",0.58714235
23103,Human,Germ,"(41, 99)",0.8331103000000001
23109,Human,Stromal,"(41, 99)",0.63451016
23119,Human,Stromal,"(41, 102)",0.6914522
23120,Human,Endothelial,"(41, 103)",0.52482647
